date,ili_pne_admit,baseline,percent_change,status,ETLdate
03/31/2020 12:00:00 AM +0000,1165,126.9047619,818,Insert,03/29/2021 11:27:03 AM +0000
04/01/2020 12:00:00 AM +0000,1097,126.6190476,766.4,Insert,03/29/2021 11:27:03 AM +0000
04/02/2020 12:00:00 AM +0000,1005,126.2857143,695.8,Insert,03/29/2021 11:27:03 AM +0000
04/03/2020 12:00:00 AM +0000,991,128.8571429,669.1,Insert,03/29/2021 11:27:03 AM +0000
04/04/2020 12:00:00 AM +0000,848,129.2857143,555.9,Insert,03/29/2021 11:27:03 AM +0000
04/05/2020 12:00:00 AM +0000,879,129,581.4,Insert,03/29/2021 11:27:03 AM +0000
04/06/2020 12:00:00 AM +0000,1005,131.6190476,663.6,Insert,03/29/2021 11:27:03 AM +0000
04/07/2020 12:00:00 AM +0000,947,130.0952381,627.9,Insert,03/29/2021 11:27:03 AM +0000
04/08/2020 12:00:00 AM +0000,945,130.7142857,623,Insert,03/29/2021 11:27:03 AM +0000
04/09/2020 12:00:00 AM +0000,816,129,532.6,Insert,03/29/2021 11:27:03 AM +0000
04/10/2020 12:00:00 AM +0000,763,126.952381,501,Insert,03/29/2021 11:27:03 AM +0000
04/11/2020 12:00:00 AM +0000,605,125.4761905,382.2,Insert,03/29/2021 11:27:03 AM +0000
04/12/2020 12:00:00 AM +0000,570,125.1904762,355.3,Insert,03/29/2021 11:27:03 AM +0000
04/13/2020 12:00:00 AM +0000,653,122.4285714,433.4,Insert,03/29/2021 11:27:03 AM +0000
04/14/2020 12:00:00 AM +0000,634,122.2857143,418.5,Insert,03/29/2021 11:27:03 AM +0000
04/15/2020 12:00:00 AM +0000,542,120.047619,351.5,Insert,03/29/2021 11:27:03 AM +0000
04/16/2020 12:00:00 AM +0000,461,117.2857143,293.1,Insert,03/29/2021 11:27:03 AM +0000
04/17/2020 12:00:00 AM +0000,536,115.8571429,362.6,Insert,03/29/2021 11:27:03 AM +0000
04/18/2020 12:00:00 AM +0000,370,116.3809524,217.9,Insert,03/29/2021 11:27:03 AM +0000
04/19/2020 12:00:00 AM +0000,341,115.6190476,194.9,Insert,03/29/2021 11:27:03 AM +0000
04/20/2020 12:00:00 AM +0000,394,115.9047619,239.9,Insert,03/29/2021 11:27:03 AM +0000
04/21/2020 12:00:00 AM +0000,349,116,200.9,Insert,03/29/2021 11:27:03 AM +0000
04/22/2020 12:00:00 AM +0000,306,117.6190476,160.2,Insert,03/29/2021 11:27:03 AM +0000
04/23/2020 12:00:00 AM +0000,276,119.8095238,130.4,Insert,03/29/2021 11:27:03 AM +0000
04/24/2020 12:00:00 AM +0000,280,119.2857143,134.7,Insert,03/29/2021 11:27:03 AM +0000
04/25/2020 12:00:00 AM +0000,201,116.4761905,72.6,Insert,03/29/2021 11:27:03 AM +0000
04/26/2020 12:00:00 AM +0000,198,114.4285714,73,Insert,03/29/2021 11:27:03 AM +0000
04/27/2020 12:00:00 AM +0000,252,113.7142857,121.6,Insert,03/29/2021 11:27:03 AM +0000
04/28/2020 12:00:00 AM +0000,239,112.1904762,113,Insert,03/29/2021 11:27:03 AM +0000
04/29/2020 12:00:00 AM +0000,217,110.2380952,96.8,Insert,03/29/2021 11:27:03 AM +0000
04/30/2020 12:00:00 AM +0000,152,108.8571429,39.6,Insert,03/29/2021 11:27:03 AM +0000
05/01/2020 12:00:00 AM +0000,188,108.1904762,73.8,Insert,03/29/2021 11:27:03 AM +0000
05/02/2020 12:00:00 AM +0000,159,109.1428571,45.7,Insert,03/29/2021 11:27:03 AM +0000
05/03/2020 12:00:00 AM +0000,149,109.047619,36.6,Insert,03/29/2021 11:27:03 AM +0000
05/04/2020 12:00:00 AM +0000,177,108.8095238,62.7,Insert,03/29/2021 11:27:03 AM +0000
05/05/2020 12:00:00 AM +0000,124,110.1428571,12.6,Insert,03/29/2021 11:27:03 AM +0000
05/06/2020 12:00:00 AM +0000,153,110.9047619,38,Insert,03/29/2021 11:27:03 AM +0000
05/07/2020 12:00:00 AM +0000,106,111.952381,-5.3,Insert,03/29/2021 11:27:03 AM +0000
05/08/2020 12:00:00 AM +0000,117,111.7619048,4.7,Insert,03/29/2021 11:27:03 AM +0000
05/09/2020 12:00:00 AM +0000,90,112.5238095,-20,Insert,03/29/2021 11:27:03 AM +0000
05/10/2020 12:00:00 AM +0000,91,113.5714286,-19.9,Insert,03/29/2021 11:27:03 AM +0000
05/11/2020 12:00:00 AM +0000,121,115.952381,4.4,Insert,03/29/2021 11:27:03 AM +0000
05/12/2020 12:00:00 AM +0000,94,115.9047619,-18.9,Insert,03/29/2021 11:27:03 AM +0000
05/13/2020 12:00:00 AM +0000,112,117.7619048,-4.9,Insert,03/29/2021 11:27:03 AM +0000
05/14/2020 12:00:00 AM +0000,106,118.5238095,-10.6,Insert,03/29/2021 11:27:03 AM +0000
05/15/2020 12:00:00 AM +0000,113,119.3809524,-5.3,Insert,03/29/2021 11:27:03 AM +0000
05/16/2020 12:00:00 AM +0000,82,118.952381,-31.1,Insert,03/29/2021 11:27:03 AM +0000
05/17/2020 12:00:00 AM +0000,79,117.952381,-33,Insert,03/29/2021 11:27:03 AM +0000
05/18/2020 12:00:00 AM +0000,84,116.7619048,-28.1,Insert,03/29/2021 11:27:03 AM +0000
05/19/2020 12:00:00 AM +0000,68,115.1428571,-40.9,Insert,03/29/2021 11:27:03 AM +0000
05/20/2020 12:00:00 AM +0000,80,111.7142857,-28.4,Insert,03/29/2021 11:27:03 AM +0000
05/21/2020 12:00:00 AM +0000,85,111.952381,-24.1,Insert,03/29/2021 11:27:03 AM +0000
05/22/2020 12:00:00 AM +0000,79,112.2857143,-29.6,Insert,03/29/2021 11:27:03 AM +0000
05/23/2020 12:00:00 AM +0000,64,111.6666667,-42.7,Insert,03/29/2021 11:27:03 AM +0000
05/24/2020 12:00:00 AM +0000,68,111.7619048,-39.2,Insert,03/29/2021 11:27:03 AM +0000
05/25/2020 12:00:00 AM +0000,66,109.1428571,-39.5,Insert,03/29/2021 11:27:03 AM +0000
05/26/2020 12:00:00 AM +0000,78,109.5714286,-28.8,Insert,03/29/2021 11:27:03 AM +0000
05/27/2020 12:00:00 AM +0000,62,111.047619,-44.2,Insert,03/29/2021 11:27:03 AM +0000
05/28/2020 12:00:00 AM +0000,71,109.7142857,-35.3,Insert,03/29/2021 11:27:03 AM +0000
05/29/2020 12:00:00 AM +0000,83,108.8095238,-23.7,Insert,03/29/2021 11:27:03 AM +0000
05/30/2020 12:00:00 AM +0000,68,108.7619048,-37.5,Insert,03/29/2021 11:27:03 AM +0000
05/31/2020 12:00:00 AM +0000,50,108.952381,-54.1,Insert,03/29/2021 11:27:03 AM +0000
06/01/2020 12:00:00 AM +0000,48,110.8571429,-56.7,Insert,03/29/2021 11:27:03 AM +0000
06/02/2020 12:00:00 AM +0000,57,109.5714286,-48,Insert,03/29/2021 11:27:03 AM +0000
06/03/2020 12:00:00 AM +0000,75,107.1904762,-30,Insert,03/29/2021 11:27:03 AM +0000
06/04/2020 12:00:00 AM +0000,78,105.7619048,-26.2,Insert,03/29/2021 11:27:03 AM +0000
06/05/2020 12:00:00 AM +0000,67,105.4761905,-36.5,Insert,03/29/2021 11:27:03 AM +0000
06/06/2020 12:00:00 AM +0000,61,104.4761905,-41.6,Insert,03/29/2021 11:27:03 AM +0000
06/07/2020 12:00:00 AM +0000,48,104.6190476,-54.1,Insert,03/29/2021 11:27:03 AM +0000
06/08/2020 12:00:00 AM +0000,63,104.5238095,-39.7,Insert,03/29/2021 11:27:03 AM +0000
06/09/2020 12:00:00 AM +0000,66,104.4285714,-36.8,Insert,03/29/2021 11:27:03 AM +0000
06/10/2020 12:00:00 AM +0000,65,104.5238095,-37.8,Insert,03/29/2021 11:27:03 AM +0000
06/11/2020 12:00:00 AM +0000,53,105.7142857,-49.9,Insert,03/29/2021 11:27:03 AM +0000
06/12/2020 12:00:00 AM +0000,62,107.1904762,-42.2,Insert,03/29/2021 11:27:03 AM +0000
06/13/2020 12:00:00 AM +0000,51,108.5714286,-53,Insert,03/29/2021 11:27:03 AM +0000
06/14/2020 12:00:00 AM +0000,48,108.952381,-55.9,Insert,03/29/2021 11:27:03 AM +0000
06/15/2020 12:00:00 AM +0000,50,109,-54.1,Insert,03/29/2021 11:27:03 AM +0000
06/16/2020 12:00:00 AM +0000,53,109.7142857,-51.7,Insert,03/29/2021 11:27:03 AM +0000
06/17/2020 12:00:00 AM +0000,64,109.8095238,-41.7,Insert,03/29/2021 11:27:03 AM +0000
06/18/2020 12:00:00 AM +0000,63,110.5714286,-43,Insert,03/29/2021 11:27:03 AM +0000
06/19/2020 12:00:00 AM +0000,72,108.8095238,-33.8,Insert,03/29/2021 11:27:03 AM +0000
06/20/2020 12:00:00 AM +0000,54,106.5714286,-49.3,Insert,03/29/2021 11:27:03 AM +0000
06/21/2020 12:00:00 AM +0000,37,102.952381,-64.1,Insert,03/29/2021 11:27:03 AM +0000
06/22/2020 12:00:00 AM +0000,68,100.7619048,-32.5,Insert,03/29/2021 11:27:03 AM +0000
06/23/2020 12:00:00 AM +0000,60,99.76190476,-39.9,Insert,03/29/2021 11:27:03 AM +0000
06/24/2020 12:00:00 AM +0000,59,99.66666667,-40.8,Insert,03/29/2021 11:27:03 AM +0000
06/25/2020 12:00:00 AM +0000,62,97.71428571,-36.5,Insert,03/29/2021 11:27:03 AM +0000
06/26/2020 12:00:00 AM +0000,43,97.52380952,-55.9,Insert,03/29/2021 11:27:03 AM +0000
06/27/2020 12:00:00 AM +0000,49,96.9047619,-49.4,Insert,03/29/2021 11:27:03 AM +0000
06/28/2020 12:00:00 AM +0000,39,97.19047619,-59.9,Insert,03/29/2021 11:27:03 AM +0000
06/29/2020 12:00:00 AM +0000,61,94.04761905,-35.1,Insert,03/29/2021 11:27:03 AM +0000
06/30/2020 12:00:00 AM +0000,62,96.33333333,-35.6,Insert,03/29/2021 11:27:03 AM +0000
07/01/2020 12:00:00 AM +0000,67,95.19047619,-29.6,Insert,03/29/2021 11:27:03 AM +0000
07/02/2020 12:00:00 AM +0000,59,94.61904762,-37.6,Insert,03/29/2021 11:27:03 AM +0000
07/03/2020 12:00:00 AM +0000,54,93.33333333,-42.1,Insert,03/29/2021 11:27:03 AM +0000
07/04/2020 12:00:00 AM +0000,65,93.85714286,-30.7,Insert,03/29/2021 11:27:03 AM +0000
07/05/2020 12:00:00 AM +0000,56,94.38095238,-40.7,Insert,03/29/2021 11:27:03 AM +0000
07/06/2020 12:00:00 AM +0000,62,97.57142857,-36.5,Insert,03/29/2021 11:27:03 AM +0000
07/07/2020 12:00:00 AM +0000,66,94.04761905,-29.8,Insert,03/29/2021 11:27:03 AM +0000
07/08/2020 12:00:00 AM +0000,64,93.19047619,-31.3,Insert,03/29/2021 11:27:03 AM +0000
07/09/2020 12:00:00 AM +0000,38,92.14285714,-58.8,Insert,03/29/2021 11:27:03 AM +0000
07/10/2020 12:00:00 AM +0000,54,88.76190476,-39.2,Insert,03/29/2021 11:27:03 AM +0000
07/11/2020 12:00:00 AM +0000,56,87.66666667,-36.1,Insert,03/29/2021 11:27:03 AM +0000
07/12/2020 12:00:00 AM +0000,45,87.0952381,-48.3,Insert,03/29/2021 11:27:03 AM +0000
07/13/2020 12:00:00 AM +0000,57,86.0952381,-33.8,Insert,03/29/2021 11:27:03 AM +0000
07/14/2020 12:00:00 AM +0000,55,83.95238095,-34.5,Insert,03/29/2021 11:27:03 AM +0000
07/15/2020 12:00:00 AM +0000,63,84.38095238,-25.3,Insert,03/29/2021 11:27:03 AM +0000
07/16/2020 12:00:00 AM +0000,67,86,-22.1,Insert,03/29/2021 11:27:03 AM +0000
07/17/2020 12:00:00 AM +0000,63,88.47619048,-28.8,Insert,03/29/2021 11:27:03 AM +0000
07/18/2020 12:00:00 AM +0000,75,88.38095238,-15.1,Insert,03/29/2021 11:27:03 AM +0000
07/19/2020 12:00:00 AM +0000,46,88.66666667,-48.1,Insert,03/29/2021 11:27:03 AM +0000
07/20/2020 12:00:00 AM +0000,63,88.52380952,-28.8,Insert,03/29/2021 11:27:03 AM +0000
07/21/2020 12:00:00 AM +0000,68,91.23809524,-25.5,Insert,03/29/2021 11:27:03 AM +0000
07/22/2020 12:00:00 AM +0000,60,90.57142857,-33.8,Insert,03/29/2021 11:27:03 AM +0000
07/23/2020 12:00:00 AM +0000,61,89.14285714,-31.6,Insert,03/29/2021 11:27:03 AM +0000
07/24/2020 12:00:00 AM +0000,65,89.57142857,-27.4,Insert,03/29/2021 11:27:03 AM +0000
07/25/2020 12:00:00 AM +0000,48,88.23809524,-45.6,Insert,03/29/2021 11:27:03 AM +0000
07/26/2020 12:00:00 AM +0000,58,87.3333333333333,-33.6,Insert,03/29/2021 11:27:03 AM +0000
07/27/2020 12:00:00 AM +0000,82,84.5238095238095,-3,Insert,03/29/2021 11:27:03 AM +0000
07/28/2020 12:00:00 AM +0000,87,88.8095238095238,-2,Insert,03/29/2021 11:27:03 AM +0000
07/29/2020 12:00:00 AM +0000,60,90.1428571428571,-33.4,Insert,03/29/2021 11:27:03 AM +0000
07/30/2020 12:00:00 AM +0000,68,90.4761904761905,-24.8,Insert,03/29/2021 11:27:03 AM +0000
07/31/2020 12:00:00 AM +0000,72,89.2380952380952,-19.3,Insert,03/29/2021 11:27:03 AM +0000
08/01/2020 12:00:00 AM +0000,60,89.9047619047619,-33.3,Insert,03/29/2021 11:27:03 AM +0000
08/02/2020 12:00:00 AM +0000,73,89.8095238095238,-18.7,Insert,03/29/2021 11:27:03 AM +0000
08/03/2020 12:00:00 AM +0000,64,87.9523809523809,-27.2,Insert,03/29/2021 11:27:03 AM +0000
08/04/2020 12:00:00 AM +0000,75,87.0476190476191,-13.8,Insert,03/29/2021 11:27:03 AM +0000
08/05/2020 12:00:00 AM +0000,77,84.8095238095238,-9.2,Insert,03/29/2021 11:27:03 AM +0000
08/06/2020 12:00:00 AM +0000,68,84.2857142857143,-19.3,Insert,03/29/2021 11:27:03 AM +0000
08/07/2020 12:00:00 AM +0000,52,86.0952380952381,-39.6,Insert,03/29/2021 11:27:03 AM +0000
08/08/2020 12:00:00 AM +0000,53,87.7619047619048,-39.6,Insert,03/29/2021 11:27:03 AM +0000
08/09/2020 12:00:00 AM +0000,58,88.1904761904762,-34.2,Insert,03/29/2021 11:27:03 AM +0000
08/10/2020 12:00:00 AM +0000,74,90.3809523809524,-18.1,Insert,03/29/2021 11:27:03 AM +0000
08/11/2020 12:00:00 AM +0000,68,90.1428571428571,-24.6,Insert,03/29/2021 11:27:03 AM +0000
08/12/2020 12:00:00 AM +0000,49,92.4285714285714,-47,Insert,03/29/2021 11:27:03 AM +0000
08/13/2020 12:00:00 AM +0000,54,92.4285714285714,-41.6,Insert,03/29/2021 11:27:03 AM +0000
08/14/2020 12:00:00 AM +0000,71,91.6190476190476,-22.5,Insert,03/29/2021 11:27:03 AM +0000
08/15/2020 12:00:00 AM +0000,54,90.3809523809524,-40.3,Insert,03/29/2021 11:27:03 AM +0000
08/16/2020 12:00:00 AM +0000,44,90.2857142857143,-51.3,Insert,03/29/2021 11:27:03 AM +0000
08/17/2020 12:00:00 AM +0000,60,90.3809523809524,-33.6,Insert,03/29/2021 11:27:03 AM +0000
08/18/2020 12:00:00 AM +0000,72,89.0476190476191,-19.1,Insert,03/29/2021 11:27:03 AM +0000
08/19/2020 12:00:00 AM +0000,73,87.5714285714286,-16.6,Insert,03/29/2021 11:27:03 AM +0000
08/20/2020 12:00:00 AM +0000,72,89,-19.1,Insert,03/29/2021 11:27:03 AM +0000
08/21/2020 12:00:00 AM +0000,87,88.8571428571429,-2.1,Insert,03/29/2021 11:27:03 AM +0000
08/22/2020 12:00:00 AM +0000,56,89.2380952380952,-37.2,Insert,03/29/2021 11:27:03 AM +0000
08/23/2020 12:00:00 AM +0000,65,89.9047619047619,-27.7,Insert,03/29/2021 11:27:03 AM +0000
08/24/2020 12:00:00 AM +0000,82,88.5714285714286,-7.4,Insert,03/29/2021 11:27:03 AM +0000
08/25/2020 12:00:00 AM +0000,67,88.9523809523809,-24.7,Insert,03/29/2021 11:27:03 AM +0000
08/26/2020 12:00:00 AM +0000,67,89.4761904761905,-25.1,Insert,03/29/2021 11:27:03 AM +0000
08/27/2020 12:00:00 AM +0000,59,87.3809523809524,-32.5,Insert,03/29/2021 11:27:03 AM +0000
08/28/2020 12:00:00 AM +0000,64,87.3809523809524,-26.8,Insert,03/29/2021 11:27:03 AM +0000
08/29/2020 12:00:00 AM +0000,46,87.4285714285714,-47.4,Insert,03/29/2021 11:27:03 AM +0000
08/30/2020 12:00:00 AM +0000,51,87.2857142857143,-41.6,Insert,03/29/2021 11:27:03 AM +0000
08/31/2020 12:00:00 AM +0000,64,89.0476190476191,-28.1,Insert,03/29/2021 11:27:03 AM +0000
09/01/2020 12:00:00 AM +0000,83,89.7142857142857,-7.5,Insert,03/29/2021 11:27:03 AM +0000
09/02/2020 12:00:00 AM +0000,65,90.0952380952381,-27.9,Insert,03/29/2021 11:27:03 AM +0000
09/03/2020 12:00:00 AM +0000,60,92.4285714285714,-35.1,Insert,03/29/2021 11:27:03 AM +0000
09/04/2020 12:00:00 AM +0000,70,94.7142857142857,-26.1,Insert,03/29/2021 11:27:03 AM +0000
09/05/2020 12:00:00 AM +0000,60,95.5714285714286,-37.2,Insert,03/29/2021 11:27:03 AM +0000
09/06/2020 12:00:00 AM +0000,54,97.0476190476191,-44.4,Insert,03/29/2021 11:27:03 AM +0000
09/07/2020 12:00:00 AM +0000,79,96.7619047619048,-18.4,Insert,03/29/2021 11:27:03 AM +0000
09/08/2020 12:00:00 AM +0000,72,98.5238095238095,-26.9,Insert,03/29/2021 11:27:03 AM +0000
09/09/2020 12:00:00 AM +0000,62,100,-38,Insert,03/29/2021 11:27:03 AM +0000
09/10/2020 12:00:00 AM +0000,68,100.52380952381,-32.4,Insert,03/29/2021 11:27:03 AM +0000
09/11/2020 12:00:00 AM +0000,61,101,-39.6,Insert,03/29/2021 11:27:03 AM +0000
09/12/2020 12:00:00 AM +0000,56,103.190476190476,-45.7,Insert,03/29/2021 11:27:03 AM +0000
09/13/2020 12:00:00 AM +0000,61,103.809523809524,-41.2,Insert,03/29/2021 11:27:03 AM +0000
09/14/2020 12:00:00 AM +0000,72,103.714285714286,-30.6,Insert,03/29/2021 11:27:03 AM +0000
09/15/2020 12:00:00 AM +0000,78,104.47619047619,-25.3,Insert,03/29/2021 11:27:03 AM +0000
09/16/2020 12:00:00 AM +0000,74,105.333333333333,-29.7,Insert,03/29/2021 11:27:03 AM +0000
09/17/2020 12:00:00 AM +0000,72,106.190476190476,-32.2,Insert,03/29/2021 11:27:03 AM +0000
09/18/2020 12:00:00 AM +0000,74,107.428571428571,-31.1,Insert,03/29/2021 11:27:03 AM +0000
09/19/2020 12:00:00 AM +0000,51,106.571428571429,-52.1,Insert,03/29/2021 11:27:03 AM +0000
09/20/2020 12:00:00 AM +0000,58,108.52380952381,-46.6,Insert,03/29/2021 11:27:03 AM +0000
09/21/2020 12:00:00 AM +0000,72,109.571428571429,-34.3,Insert,03/29/2021 11:27:03 AM +0000
09/22/2020 12:00:00 AM +0000,57,109.619047619048,-48,Insert,03/29/2021 11:27:03 AM +0000
09/23/2020 12:00:00 AM +0000,73,109.428571428571,-33.3,Insert,03/29/2021 11:27:03 AM +0000
09/24/2020 12:00:00 AM +0000,79,110.714285714286,-28.6,Insert,03/29/2021 11:27:03 AM +0000
09/25/2020 12:00:00 AM +0000,64,108.52380952381,-41,Insert,03/29/2021 11:27:03 AM +0000
09/26/2020 12:00:00 AM +0000,62,109.857142857143,-43.6,Insert,03/29/2021 11:27:03 AM +0000
09/27/2020 12:00:00 AM +0000,70,110.666666666667,-36.7,Insert,03/29/2021 11:27:03 AM +0000
09/28/2020 12:00:00 AM +0000,81,110.047619047619,-26.4,Insert,03/29/2021 11:27:03 AM +0000
09/29/2020 12:00:00 AM +0000,74,112.285714285714,-34.1,Insert,03/29/2021 11:27:03 AM +0000
09/30/2020 12:00:00 AM +0000,80,111.857142857143,-28.5,Insert,03/29/2021 11:27:03 AM +0000
10/01/2020 12:00:00 AM +0000,68,110.333333333333,-38.4,Insert,03/29/2021 11:27:03 AM +0000
10/02/2020 12:00:00 AM +0000,70,111.952380952381,-37.5,Insert,03/29/2021 11:27:03 AM +0000
10/03/2020 12:00:00 AM +0000,67,111.952380952381,-40.2,Insert,03/29/2021 11:27:03 AM +0000
10/04/2020 12:00:00 AM +0000,66,112.380952380952,-41.3,Insert,03/29/2021 11:27:03 AM +0000
10/05/2020 12:00:00 AM +0000,82,114.666666666667,-28.5,Insert,03/29/2021 11:27:03 AM +0000
10/06/2020 12:00:00 AM +0000,89,115,-22.6,Insert,03/29/2021 11:27:03 AM +0000
10/07/2020 12:00:00 AM +0000,83,115.904761904762,-28.4,Insert,03/29/2021 11:27:03 AM +0000
10/08/2020 12:00:00 AM +0000,84,116.52380952381,-27.9,Insert,03/29/2021 11:27:03 AM +0000
10/09/2020 12:00:00 AM +0000,80,117.619047619048,-32,Insert,03/29/2021 11:27:03 AM +0000
10/10/2020 12:00:00 AM +0000,72,117.714285714286,-38.8,Insert,03/29/2021 11:27:03 AM +0000
10/11/2020 12:00:00 AM +0000,67,116.761904761905,-42.6,Insert,03/29/2021 11:27:03 AM +0000
10/12/2020 12:00:00 AM +0000,74,118.52380952381,-37.6,Insert,03/29/2021 11:27:03 AM +0000
10/13/2020 12:00:00 AM +0000,85,116.428571428571,-27,Insert,03/29/2021 11:27:03 AM +0000
10/14/2020 12:00:00 AM +0000,82,119.190476190476,-31.2,Insert,03/29/2021 11:27:03 AM +0000
10/15/2020 12:00:00 AM +0000,102,118.47619047619,-13.9,Insert,03/29/2021 11:27:03 AM +0000
10/16/2020 12:00:00 AM +0000,72,118.047619047619,-39,Insert,03/29/2021 11:27:03 AM +0000
10/17/2020 12:00:00 AM +0000,76,120.666666666667,-37,Insert,03/29/2021 11:27:03 AM +0000
10/18/2020 12:00:00 AM +0000,62,122.428571428571,-49.4,Insert,03/29/2021 11:27:03 AM +0000
10/19/2020 12:00:00 AM +0000,79,120.761904761905,-34.6,Insert,03/29/2021 11:27:03 AM +0000
10/20/2020 12:00:00 AM +0000,101,122.380952380952,-17.5,Insert,03/29/2021 11:27:03 AM +0000
10/21/2020 12:00:00 AM +0000,90,119.714285714286,-24.8,Insert,03/29/2021 11:27:03 AM +0000
10/22/2020 12:00:00 AM +0000,73,121.333333333333,-39.8,Insert,03/29/2021 11:27:03 AM +0000
10/23/2020 12:00:00 AM +0000,94,121.857142857143,-22.9,Insert,03/29/2021 11:27:03 AM +0000
10/24/2020 12:00:00 AM +0000,72,120.857142857143,-40.4,Insert,03/29/2021 11:27:03 AM +0000
10/25/2020 12:00:00 AM +0000,59,120,-50.8,Insert,03/29/2021 11:27:03 AM +0000
10/26/2020 12:00:00 AM +0000,100,119.761904761905,-16.5,Insert,03/29/2021 11:27:03 AM +0000
10/27/2020 12:00:00 AM +0000,78,120.857142857143,-35.5,Insert,03/29/2021 11:27:03 AM +0000
10/28/2020 12:00:00 AM +0000,64,123.238095238095,-48.1,Insert,03/29/2021 11:27:03 AM +0000
10/29/2020 12:00:00 AM +0000,66,125.952380952381,-47.6,Insert,03/29/2021 11:27:03 AM +0000
10/30/2020 12:00:00 AM +0000,81,124.142857142857,-34.8,Insert,03/29/2021 11:27:03 AM +0000
10/31/2020 12:00:00 AM +0000,84,125.190476190476,-32.9,Insert,03/29/2021 11:27:03 AM +0000
11/01/2020 12:00:00 AM +0000,81,125.380952380952,-35.4,Insert,03/29/2021 11:27:03 AM +0000
11/02/2020 12:00:00 AM +0000,104,127.142857142857,-18.2,Insert,03/29/2021 11:27:03 AM +0000
11/03/2020 12:00:00 AM +0000,93,127.904761904762,-27.3,Insert,03/29/2021 11:27:03 AM +0000
11/04/2020 12:00:00 AM +0000,76,129.190476190476,-41.2,Insert,03/29/2021 11:27:03 AM +0000
11/05/2020 12:00:00 AM +0000,110,126.52380952381,-13.1,Insert,03/29/2021 11:27:03 AM +0000
11/06/2020 12:00:00 AM +0000,85,128.857142857143,-34,Insert,03/29/2021 11:27:03 AM +0000
11/07/2020 12:00:00 AM +0000,86,128.095238095238,-32.9,Insert,03/29/2021 11:27:03 AM +0000
11/08/2020 12:00:00 AM +0000,97,127,-23.6,Insert,03/29/2021 11:27:03 AM +0000
11/09/2020 12:00:00 AM +0000,94,127.333333333333,-26.2,Insert,03/29/2021 11:27:03 AM +0000
